line_id,text
L25,ಈಗ ಅತ್ಯಂತ ಮುಖ್ಯವಾದ ಬಟನ್ — ಕೆಳಗೆ ಎಡಭಾಗದಲ್ಲಿರುವ ಈ ಗಾಢ ಹಸಿರು ಬಟನ್. ಇದನ್ನು ಒತ್ತಿ. ಇಲ್ಲಿಂದಲೇ Maps ಮಾತನಾಡಿ ದಾರಿ ತೋರಿಸಲು ಶುರು ಮಾಡುತ್ತದೆ.
L26,"ನೋಡಿ, ಪ್ರಯಾಣ ಶುರುವಾಯಿತು. ಮೇಲಿರುವ ಈ ಹಸಿರು ಬೋರ್ಡ್ — ಅತ್ಯಂತ ಉಪಯುಕ್ತ. ನಿಮ್ಮ ಮುಂದಿನ ತಿರುವನ್ನು ತೋರಿಸುತ್ತದೆ."
L27,ಬೋರ್ಡ್ ಮೇಲಿನ ಈ ನೇರ ಮೇಲ್ಬಾಣ — ಅಂದರೆ ನೇರವಾಗಿ ಹೋಗುತ್ತಿರಿ. ತಿರುಗಬಾರದು.
L28,ಅದರ ಕೆಳಗೆ ಚಿಕ್ಕ ಎಡ ಬಾಣ — ಅಂದರೆ ಆಮೇಲೆ ಎಡಕ್ಕೆ ತಿರುಗಬೇಕು. Maps ಮೊದಲೇ ಹೇಳಿಬಿಡುತ್ತದೆ.
L29,"ಈ ನೀಲಿ ಬಾಣ — ಇದು ನೀವೇ. ನೀವು ನಡೆದಂತೆ, ಈ ಬಾಣವೂ ಮುಂದೆ ಸಾಗುತ್ತದೆ."
L30,ಮೇಲೆ ಅದೇ ಕೆಂಪು ಬಲೂನ್ — ಗ್ರಾಹಕರ ಮನೆ. ಬಾಣವನ್ನು ಬಲೂನ್‌ವರೆಗೆ ತಲುಪಿಸಬೇಕು.
L31,ಬಲಭಾಗದಲ್ಲಿ ಈ ಸ್ಪೀಕರ್ ಚಿಹ್ನೆ. ಧ್ವನಿ ಕೇಳದಿದ್ದರೆ ಒಮ್ಮೆ ಒತ್ತಿ. ಆಮೇಲೆ Maps ಮಾತನಾಡುತ್ತದೆ — “ಇನ್ನೂರು ಮೀಟರ್ ನಂತರ ಎಡಕ್ಕೆ ತಿರುಗಿ.”
L32,"ನಕ್ಷೆ ಅತ್ತಿತ್ತ ಸರಿದು ನೀಲಿ ಬಾಣ ಕಾಣದಾದರೆ, ಎಡಭಾಗದ ಈ ಬಿಳಿ ಬಟನ್ ಒತ್ತಿ. ನೀಲಿ ಬಾಣ ಮತ್ತೆ ಮಧ್ಯಕ್ಕೆ ಬರುತ್ತದೆ."
L33,ಕೆಳಗೆ ಯಾವಾಗಲೂ ಕಾಣುತ್ತದೆ — ಇನ್ನೆಷ್ಟು ಸಮಯ ಮತ್ತು ಎಷ್ಟು ದೂರ ಉಳಿದಿದೆ.
L34,ಮತ್ತು ಈ ಕೆಂಪು ಬಟನ್ — ದಾರಿ ಮುಚ್ಚಲು. ಗ್ರಾಹಕರ ಮನೆ ತಲುಪುವ ಮೊದಲು ಇದನ್ನು ಮರೆತೂ ಒತ್ತಬೇಡಿ.
L35,ಈಗ ಅಭ್ಯಾಸ. ಮೊದಲನೆಯದು — ಸುಲಭ. ನಾನು ನಡೆಸಿ ತೋರಿಸುತ್ತೇನೆ.
L36,ಬೋರ್ಡ್ ನೇರವಾಗಿ ಹೋಗಿ ಎನ್ನುತ್ತದೆ. ನೋಡಿ — ನೀಲಿ ಬಾಣ ನೀಲಿ ಚುಕ್ಕೆಗಳ ಮೇಲೆ ಮುಂದೆ ಸಾಗುತ್ತಿದೆ.
L37,ಈಗ ಬೋರ್ಡ್ ಬದಲಾಯಿತು — ಎಡ ಬಾಣ. ಅಂದರೆ ಇಲ್ಲಿಂದ ಎಡಕ್ಕೆ ತಿರುಗಬೇಕು.
L38,"ಬಾಣ ತಿರುಗಿತು. Maps ಬಳಸುವುದು ಇಷ್ಟೇ — ಬೋರ್ಡ್ ನೋಡಿ, ನಡೆಯುತ್ತಾ ಇರಿ."
L39,ಎರಡನೇ ಅಭ್ಯಾಸ — ಸ್ವಲ್ಪ ಕಷ್ಟ. ಗಮನವಿಟ್ಟು ನೋಡಿ.
L40,"ಇಲ್ಲಿ ಒಂದು ಜಾಗ ಬರುತ್ತದೆ, ಅಲ್ಲಿ ನೇರ ದಾರಿಯೂ ತೆರೆದಿರುತ್ತದೆ. ಮನಸ್ಸು ಹೇಳುತ್ತದೆ — ನೇರವಾಗಿ ಹೋಗು."
L41,"ಆದರೆ ಬೋರ್ಡ್ ಮೇಲೆ ಎಡ ಬಾಣ ಇದೆ. ನೀವು ನೇರವಾಗಿ ಹೋದರೆ — ನೋಡಿ, ಬಾಣ ಕೆಂಪಾಯಿತು. ದಾರಿ ತಪ್ಪಿತು."
L42,"ಹಾಗಾಗಿ ನೆನಪಿಡಿ — ಕಣ್ಣಲ್ಲ, ಬೋರ್ಡ್ ಮತ್ತು ಧ್ವನಿಯನ್ನು ನಂಬಿ. Maps ಹೇಳಿದಂತೆ ಮಾಡಿ. ಇದೇ ದೊಡ್ಡ ಪಾಠ."
L43,ಮೂರನೇ ಅಭ್ಯಾಸ — ಅತ್ಯಂತ ಕಷ್ಟ. ಆದರೆ ಹೆದರುವ ಅಗತ್ಯವಿಲ್ಲ.
L44,"ಫೋನ್ ಜೇಬಿನಲ್ಲಿದೆ, ಪರದೆ ಆಫ್ ಆಯಿತು ಅಂದುಕೊಳ್ಳಿ. ಗಾಬರಿ ಬೇಡ — ಧ್ವನಿ ಮುಂದುವರಿಯುತ್ತದೆ. Maps ಮಾತನಾಡುತ್ತಲೇ ಇರುತ್ತದೆ."
L45,ಫೋನ್ ತೆಗೆದು ಪರದೆ ಆನ್ ಮಾಡಿ — ದಾರಿ ಎಲ್ಲಿ ಬಿಟ್ಟಿದ್ದಿರೋ ಅಲ್ಲೇ ಸಿಗುತ್ತದೆ. ಏನೂ ಹಾಳಾಗುವುದಿಲ್ಲ.
L46,ಈಗ ಇನ್ನೊಂದು ಭಯ. ತಿರುವು ತಪ್ಪಿ ತಪ್ಪು ಓಣಿಗೆ ಹೋದಿರಿ ಅಂದುಕೊಳ್ಳಿ.
L47,ಏನಾಗುತ್ತದೆ ನೋಡಿ. Maps ಕೋಪ ಮಾಡಿಕೊಳ್ಳುವುದಿಲ್ಲ. ಸದ್ದಿಲ್ಲದೆ ನಿಮಗಾಗಿ ಹೊಸ ದಾರಿ ಮಾಡುತ್ತದೆ — ಈ ಹೊಸ ನೀಲಿ ಗೆರೆ.
L48,"ಹಾಗಾಗಿ ತಪ್ಪು ತಿರುವು ತೆಗೆದುಕೊಂಡಾಗ ನಿಲ್ಲಬೇಡಿ, ಹಿಂದೆ ಓಡಬೇಡಿ. ನಡೆಯುತ್ತಲೇ ಇರಿ, ಹೊಸ ನೀಲಿ ಗೆರೆ ನೋಡಿ."
L49,ನಡೆಯುತ್ತಾ ಇರಿ... ಇನ್ನು ಸ್ವಲ್ಪ... ಈಗ ಬಾಣ ಕೆಂಪು ಬಲೂನ್ ಹತ್ತಿರ ತಲುಪುತ್ತಿದೆ.
L50,ತಲುಪಿದಿರಿ! ನೀವು ಗ್ರಾಹಕರ ಮನೆಯ ಹೊರಗೆ ನಿಂತಿದ್ದೀರಿ. ಇನ್ನು Maps ಕೆಲಸ ಮುಗಿಯಿತು.
L51,ಈಗ ನಿಮ್ಮ ಆ್ಯಪ್‌ಗೆ ಹಿಂತಿರುಗಿ ಕೆಳಗಿನ ನೇರಳೆ ಬಟನ್ ಒತ್ತಿ — “ಮಾರ್ಕ್ ಆ ಗಯಾ”. ಇದರ ಅರ್ಥ: ನಾನು ತಲುಪಿದ್ದೇನೆ.
L52,ಬಹಳ ಚೆನ್ನಾಗಿದೆ! ಈಗ ಐದು ಚಿಕ್ಕ ಪ್ರಶ್ನೆಗಳು. ಪ್ರಶ್ನೆ ಮತ್ತು ಎಲ್ಲಾ ಉತ್ತರಗಳನ್ನು ನಾನು ಹೇಳುತ್ತೇನೆ. ನೀವು ಪರದೆಯ ಮೇಲೆ ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಟ್ಯಾಪ್ ಮಾಡಿ.
Q1_ASK,ಮುಂದಿನ ತಿರುವು ಎಲ್ಲಿ ಕಾಣುತ್ತದೆ?
Q1_OPT1,ಮೇಲೆ ಹಸಿರು ಬೋರ್ಡ್
Q1_OPT2,ಕೆಳಗೆ ಕೆಂಪು ಬಟನ್
Q1_OPT3,ಬಲಭಾಗದ ಸ್ಪೀಕರ್
Q1_OK,ಸರಿ! ಹಸಿರು ಬೋರ್ಡ್ ಮುಂದಿನ ತಿರುವು ತೋರಿಸುತ್ತದೆ.
Q1_NO,ಇಲ್ಲ. ಮುಂದಿನ ತಿರುವು ಯಾವಾಗಲೂ ಮೇಲಿನ ಹಸಿರು ಬೋರ್ಡ್‌ನಲ್ಲಿ ಕಾಣುತ್ತದೆ. ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.
Q2_ASK,ನಕ್ಷೆಯಲ್ಲಿ ನೀವು ಯಾರು?
Q2_OPT1,ನೀಲಿ ಬಾಣ
Q2_OPT2,ಕೆಂಪು ಬಲೂನ್
Q2_OPT3,ಬೂದು ಗೆರೆ
Q2_OK,ಸಂಪೂರ್ಣ ಸರಿ! ನೀಲಿ ಬಾಣ ನೀವು. ಕೆಂಪು ಬಲೂನ್ ಗ್ರಾಹಕರ ಮನೆ.
Q2_NO,ಇಲ್ಲ. ಕೆಂಪು ಬಲೂನ್ ಗ್ರಾಹಕರ ಮನೆ — ನೀವು ನೀಲಿ ಬಾಣ. ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.
Q3_ASK,Maps ಧ್ವನಿ ಕೇಳುತ್ತಿಲ್ಲ. ಏನು ಒತ್ತುತ್ತೀರಿ?
Q3_OPT1,ಸ್ಪೀಕರ್ ಚಿಹ್ನೆ
Q3_OPT2,ಕೆಳಗೆ ಕೆಂಪು ಬಟನ್
Q3_OPT3,ಎಡಭಾಗದ ಬಿಳಿ ಬಟನ್
Q3_OK,"ಸರಿ! ಸ್ಪೀಕರ್ ಒತ್ತಿ, ಧ್ವನಿ ಮತ್ತೆ ಬರುತ್ತದೆ."
Q3_NO,ಇಲ್ಲ. ಕೆಂಪು ಬಟನ್ ದಾರಿಯನ್ನು ಮುಚ್ಚುತ್ತದೆ. ಧ್ವನಿಗಾಗಿ ಸ್ಪೀಕರ್ ಚಿಹ್ನೆ ಒತ್ತಿ. ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.
Q4_ASK,ತಪ್ಪು ತಿರುವು ತೆಗೆದುಕೊಂಡಿರಿ. ಈಗ ಏನು ಮಾಡುತ್ತೀರಿ?
Q4_OPT1,"ನಡೆಯುತ್ತಲೇ ಇರಿ, Maps ಹೊಸ ದಾರಿ ಮಾಡುತ್ತದೆ"
Q4_OPT2,ಕೆಂಪು ಬಟನ್ ಒತ್ತಿ Maps ಮುಚ್ಚಿ
Q4_OPT3,ಅದೇ ಜಾಗಕ್ಕೆ ಹಿಂದೆ ಓಡಿ
Q4_OK,ಸರಿಯಾಗಿ ಹೇಳಿದಿರಿ! Maps ತಾನಾಗಿಯೇ ಹೊಸ ದಾರಿ ಮಾಡುತ್ತದೆ. ನಡೆಯುತ್ತಲೇ ಇರಿ.
Q4_NO,ಇಲ್ಲ. Maps ಮುಚ್ಚುವ ಅಥವಾ ಹಿಂದೆ ಓಡುವ ಅಗತ್ಯವಿಲ್ಲ. ನಡೆಯುತ್ತಲೇ ಇರಿ — ಹೊಸ ದಾರಿ ತಾನಾಗಿಯೇ ಆಗುತ್ತದೆ.
Q5_ASK,ಗ್ರಾಹಕರ ಮನೆ ತಲುಪಿದಿರಿ. ಆ್ಯಪ್‌ನಲ್ಲಿ ಏನು ಒತ್ತುತ್ತೀರಿ?
Q5_OPT1,ಕೆಳಗೆ ನೇರಳೆ ಬಟನ್
Q5_OPT2,ಹಸಿರು ಫೋನ್ ಚಿಹ್ನೆ
Q5_OPT3,ಮೇಲೆ ಎಮರ್ಜೆನ್ಸಿ
Q5_OK,ಸರಿ! ನೇರಳೆ ಬಟನ್ — “ಮಾರ್ಕ್ ಆ ಗಯಾ”.
Q5_NO,ಇಲ್ಲ. ತಲುಪಿದ ಮೇಲೆ ಕೆಳಗಿನ ನೇರಳೆ ಬಟನ್ ಒತ್ತಬೇಕು. ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.
TAP_NOW,ಈಗ ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಟ್ಯಾಪ್ ಮಾಡಿ.
CERT_FULL,ಶಹಬಾಶ್! ಐದರಲ್ಲಿ ಐದು. ನೀವು Maps ಕಲಿತಿರಿ.
CERT_PART,ಬಹಳ ಚೆನ್ನಾಗಿದೆ! ಕೆಲವು ಪ್ರಶ್ನೆಗಳನ್ನು ಮೊದಲ ಪ್ರಯತ್ನದಲ್ಲೇ ಸರಿ ಮಾಡಿದಿರಿ. ಬೇಕಾದರೆ ಕ್ವಿಜ್ ಮತ್ತೆ ಮಾಡಬಹುದು.
