line_id,text
L51,ఇప్పుడు మీ యాప్‌కి తిరిగి వచ్చి కింద ఊదా బటన్ నొక్కండి — “మార్క్ ఆ గయా”. దాని అర్థం: నేను చేరుకున్నాను.
L52,"చాలా బాగుంది! ఇప్పుడు ఐదు చిన్న ప్రశ్నలు. ప్రశ్న, అన్ని సమాధానాలు నేను చెప్తాను. మీరు స్క్రీన్ మీద సరైన సమాధానాన్ని ట్యాప్ చేయండి."
Q1_ASK,తర్వాతి మలుపు ఎక్కడ కనిపిస్తుంది?
Q1_OPT1,పైన ఆకుపచ్చ బోర్డు
Q1_OPT2,కింద ఎర్ర బటన్
Q1_OPT3,కుడివైపు స్పీకర్
Q1_OK,కరెక్ట్! ఆకుపచ్చ బోర్డే తర్వాతి మలుపు చూపిస్తుంది.
Q1_NO,కాదు. తర్వాతి మలుపు ఎప్పుడూ పైన ఆకుపచ్చ బోర్డులో కనిపిస్తుంది. మళ్లీ ప్రయత్నించండి.
Q2_ASK,మ్యాప్‌లో మీరు ఎవరు?
Q2_OPT1,నీలి బాణం
Q2_OPT2,ఎర్ర బెలూన్
Q2_OPT3,బూడిద గీత
Q2_OK,పూర్తిగా కరెక్ట్! నీలి బాణం మీరు. ఎర్ర బెలూన్ కస్టమర్ ఇల్లు.
Q2_NO,కాదు. ఎర్ర బెలూన్ కస్టమర్ ఇల్లు — మీరు నీలి బాణం. మళ్లీ ప్రయత్నించండి.
Q3_ASK,Maps వాయిస్ వినిపించడం లేదు. ఏం నొక్కుతారు?
Q3_OPT1,స్పీకర్ గుర్తు
Q3_OPT2,కింద ఎర్ర బటన్
Q3_OPT3,ఎడమవైపు తెల్ల బటన్
Q3_OK,"కరెక్ట్! స్పీకర్ నొక్కండి, వాయిస్ తిరిగి వస్తుంది."
Q3_NO,కాదు. ఎర్ర బటన్ దారిని మూసేస్తుంది. సౌండ్ కోసం స్పీకర్ గుర్తు నొక్కండి. మళ్లీ ప్రయత్నించండి.
Q4_ASK,తప్పు మలుపు తీసుకున్నారు. ఇప్పుడు ఏం చేస్తారు?
Q4_OPT1,"నడుస్తూ ఉండండి, Maps కొత్త దారి చేస్తుంది"
Q4_OPT2,ఎర్ర బటన్ నొక్కి Maps మూసేయండి
Q4_OPT3,అదే చోటుకి వెనక్కి పరుగెత్తండి
Q4_OK,సరిగ్గా చెప్పారు! Maps దానంతట అదే కొత్త దారి చేస్తుంది. నడుస్తూ ఉండండి.
Q4_NO,కాదు. Maps మూసేయడం లేదా వెనక్కి పరుగెత్తడం అవసరం లేదు. నడుస్తూ ఉండండి — కొత్త దారి దానంతట అదే ఏర్పడుతుంది.
Q5_ASK,కస్టమర్ ఇంటికి చేరుకున్నారు. యాప్‌లో ఏం నొక్కుతారు?
Q5_OPT1,కింద ఊదా బటన్
Q5_OPT2,ఆకుపచ్చ ఫోన్ గుర్తు
Q5_OPT3,పైన ఎమర్జెన్సీ
Q5_OK,కరెక్ట్! ఊదా బటన్ — “మార్క్ ఆ గయా”.
Q5_NO,కాదు. చేరుకున్నాక కింద ఊదా బటన్ నొక్కాలి. మళ్లీ ప్రయత్నించండి.
TAP_NOW,ఇప్పుడు సరైన సమాధానాన్ని ట్యాప్ చేయండి.
CERT_FULL,శభాష్! ఐదులో ఐదు. మీరు Maps నేర్చుకున్నారు.
CERT_PART,చాలా బాగుంది! కొన్ని ప్రశ్నలు మొదటి ప్రయత్నంలోనే సరి చేశారు. కావాలంటే క్విజ్ మళ్లీ చేయవచ్చు.
